"","week","usertype","gender","events","temperature","tripduration","no.customers"
"920",5,"Subscriber","Female","clear",-9.9,6.03333333333333,1
"921",5,"Subscriber","Female","clear",-8,14.45,2
"922",5,"Subscriber","Female","clear",-6,10.2816666666667,10
"923",5,"Subscriber","Female","clear",1.9,8.03125,8
"924",5,"Subscriber","Female","clear",3,9.37638888888889,24
"925",5,"Subscriber","Female","clear",7,9.19404761904762,14
"926",5,"Subscriber","Female","clear",10.9,9.20833333333333,16
"927",5,"Subscriber","Female","clear",12.9,6.80555555555556,3
"928",5,"Subscriber","Female","clear",14,5.52888888888889,15
"929",5,"Subscriber","Female","clear",15.1,8.70111111111111,15
"930",5,"Subscriber","Female","clear",16,11.075,4
"931",5,"Subscriber","Female","clear",17.1,9.11231884057971,23
"932",5,"Subscriber","Female","clear",18,9.80833333333333,28
"933",5,"Subscriber","Female","clear",19,8.89869281045752,51
"934",5,"Subscriber","Female","clear",19.9,11.5,17
"935",5,"Subscriber","Female","clear",21,8.68125,40
"936",5,"Subscriber","Female","clear",21.9,9.52083333333333,52
"937",5,"Subscriber","Female","clear",24.1,9.97743902439024,82
"938",5,"Subscriber","Female","clear",25,10.9945402298851,58
"939",5,"Subscriber","Female","clear",26.1,9.90326797385621,102
"940",5,"Subscriber","Female","clear",27,11.8141242937853,59
"941",5,"Subscriber","Female","clear",28,9.68898809523809,56
"942",5,"Subscriber","Female","clear",32,11.3055555555556,3
"943",5,"Subscriber","Female","clear",33.1,11.368115942029,69
"944",5,"Subscriber","Female","clear",35.1,10.7758620689655,29
"945",5,"Subscriber","Female","cloudy",-6,11.9125,4
"946",5,"Subscriber","Female","cloudy",-5.1,7.525,4
"947",5,"Subscriber","Female","cloudy",-4,9.16666666666667,5
"948",5,"Subscriber","Female","cloudy",-2.9,14.8166666666667,8
"949",5,"Subscriber","Female","cloudy",-2,11.1571428571429,7
"950",5,"Subscriber","Female","cloudy",-0.9,10.25,3
"951",5,"Subscriber","Female","cloudy",1.9,6.41666666666667,2
"952",5,"Subscriber","Female","cloudy",5,6.18333333333333,3
"953",5,"Subscriber","Female","cloudy",6.1,13.1833333333333,4
"954",5,"Subscriber","Female","cloudy",7,12.7916666666667,2
"955",5,"Subscriber","Female","cloudy",10,6.38333333333333,1
"956",5,"Subscriber","Female","cloudy",10.9,10.0166666666667,1
"957",5,"Subscriber","Female","cloudy",12,11.3,3
"958",5,"Subscriber","Female","cloudy",12.9,18.0166666666667,1
"959",5,"Subscriber","Female","cloudy",14,10.4403225806452,62
"960",5,"Subscriber","Female","cloudy",15.1,9.19950354609929,235
"961",5,"Subscriber","Female","cloudy",16,10.130900243309,137
"962",5,"Subscriber","Female","cloudy",17.1,10.5237617135208,249
"963",5,"Subscriber","Female","cloudy",18,10.3498341625207,201
"964",5,"Subscriber","Female","cloudy",19,10.040987654321,135
"965",5,"Subscriber","Female","cloudy",19.9,11.2792527040315,339
"966",5,"Subscriber","Female","cloudy",21,9.01673728813559,236
"967",5,"Subscriber","Female","cloudy",21.9,10.6316993464052,357
"968",5,"Subscriber","Female","cloudy",23,10.1431294326241,376
"969",5,"Subscriber","Female","cloudy",24.1,10.8599315068493,146
"970",5,"Subscriber","Female","cloudy",25,10.1658878504673,214
"971",5,"Subscriber","Female","cloudy",26.1,9.75180623973727,203
"972",5,"Subscriber","Female","cloudy",27,9.68036723163842,236
"973",5,"Subscriber","Female","cloudy",28,10.3292060491493,529
"974",5,"Subscriber","Female","cloudy",28.9,9.9708408953418,551
"975",5,"Subscriber","Female","cloudy",30,10.4358652900688,678
"976",5,"Subscriber","Female","cloudy",30.9,10.3872060857538,964
"977",5,"Subscriber","Female","cloudy",32,10.1463015873016,1050
"978",5,"Subscriber","Female","cloudy",33.1,10.0180669398907,488
"979",5,"Subscriber","Female","cloudy",34,10.599577167019,473
"980",5,"Subscriber","Female","cloudy",35.1,10.0535029004909,747
"981",5,"Subscriber","Female","cloudy",36,11.0382472137791,987
"982",5,"Subscriber","Female","cloudy",37,10.1961780358007,689
"983",5,"Subscriber","Female","cloudy",37.9,10.8206399437412,474
"984",5,"Subscriber","Female","cloudy",39,11.9942583732057,209
"985",5,"Subscriber","Female","cloudy",39.9,12.3119607843137,170
"986",5,"Subscriber","Female","cloudy",41,10.6058265582656,246
"987",5,"Subscriber","Female","cloudy",42.1,10.3389553429027,418
"988",5,"Subscriber","Female","cloudy",44.1,9.98030303030303,88
"989",5,"Subscriber","Female","cloudy",45,11.4285714285714,28
"990",5,"Subscriber","Female","not clear",21.9,12.2916666666667,2
"991",5,"Subscriber","Female","not clear",28.9,7.37222222222222,6
"992",5,"Subscriber","Female","not clear",35.1,4.14166666666667,2
"993",5,"Subscriber","Female","not clear",36,13.2166666666667,1
"994",5,"Subscriber","Female","not clear",37,6.34523809523809,7
"995",5,"Subscriber","Female","rain or snow",21,10.6166666666667,6
"996",5,"Subscriber","Female","rain or snow",21.9,10.8428571428571,7
"997",5,"Subscriber","Female","rain or snow",23,16.02,5
"998",5,"Subscriber","Female","rain or snow",24.1,12.3208333333333,4
"999",5,"Subscriber","Female","rain or snow",25,11.2586956521739,115
"1000",5,"Subscriber","Female","rain or snow",26.1,10.0367579908676,73
"1001",5,"Subscriber","Female","rain or snow",27,9.57731481481481,36
"1002",5,"Subscriber","Female","rain or snow",28,8.72222222222222,3
"1003",5,"Subscriber","Female","rain or snow",28.9,12.3166666666667,5
"1004",5,"Subscriber","Female","rain or snow",30,8.97333333333333,20
"1005",5,"Subscriber","Female","rain or snow",30.9,10.877532228361,181
"1006",5,"Subscriber","Female","rain or snow",32,10.1099156118143,79
"1007",5,"Subscriber","Female","rain or snow",33.1,10.7128787878788,22
"1008",5,"Subscriber","Female","rain or snow",34,10.5348909657321,107
"1009",5,"Subscriber","Female","rain or snow",35.1,12.0659090909091,22
"1010",5,"Subscriber","Female","rain or snow",36,10.0192111959288,131
"1011",5,"Subscriber","Female","rain or snow",37,10.474213836478,106
"1012",5,"Subscriber","Female","rain or snow",37.9,11.9666666666667,2
"1013",5,"Subscriber","Female","tstorms",36,9.075,18
"1014",5,"Subscriber","Male","clear",-11,9.4719298245614,19
"1015",5,"Subscriber","Male","clear",-9.9,8.68333333333333,25
"1016",5,"Subscriber","Male","clear",-8,8.86010101010101,33
"1017",5,"Subscriber","Male","clear",-7.1,6.27666666666667,5
"1018",5,"Subscriber","Male","clear",-6,7.47272727272727,66
"1019",5,"Subscriber","Male","clear",-2,7.52307692307692,13
"1020",5,"Subscriber","Male","clear",0,7.55092592592593,18
"1021",5,"Subscriber","Male","clear",1.9,8.15787545787546,91
"1022",5,"Subscriber","Male","clear",3,8.59822134387352,253
"1023",5,"Subscriber","Male","clear",5,7.7,1
"1024",5,"Subscriber","Male","clear",7,8.99383333333333,100
"1025",5,"Subscriber","Male","clear",10.9,9.22354497354497,63
"1026",5,"Subscriber","Male","clear",12.9,9.70490196078431,17
"1027",5,"Subscriber","Male","clear",14,8.65089285714286,56
"1028",5,"Subscriber","Male","clear",15.1,9.87542372881356,59
"1029",5,"Subscriber","Male","clear",16,8.66163522012579,53
"1030",5,"Subscriber","Male","clear",17.1,8.26997245179063,121
"1031",5,"Subscriber","Male","clear",18,9.29444444444444,99
"1032",5,"Subscriber","Male","clear",19,8.44768170426065,266
"1033",5,"Subscriber","Male","clear",19.9,10.6411458333333,160
"1034",5,"Subscriber","Male","clear",21,8.73265895953757,173
"1035",5,"Subscriber","Male","clear",21.9,8.91751302083333,256
"1036",5,"Subscriber","Male","clear",23,5.99166666666667,2
"1037",5,"Subscriber","Male","clear",24.1,9.52631578947368,437
"1038",5,"Subscriber","Male","clear",25,9.69815354713314,343
"1039",5,"Subscriber","Male","clear",26.1,8.96185897435898,572
"1040",5,"Subscriber","Male","clear",27,9.47510711225364,389
"1041",5,"Subscriber","Male","clear",28,9.02365424430642,322
"1042",5,"Subscriber","Male","clear",32,8.83730158730159,21
"1043",5,"Subscriber","Male","clear",33.1,9.06041666666667,280
"1044",5,"Subscriber","Male","clear",35.1,9.15166666666667,80
"1045",5,"Subscriber","Male","cloudy",-6,11.3546666666667,25
"1046",5,"Subscriber","Male","cloudy",-5.1,8.2203125,64
"1047",5,"Subscriber","Male","cloudy",-4,9.7656862745098,34
"1048",5,"Subscriber","Male","cloudy",-2.9,8.43206751054852,79
"1049",5,"Subscriber","Male","cloudy",-2.2,10.2893939393939,22
"1050",5,"Subscriber","Male","cloudy",-2,7.39186046511628,43
"1051",5,"Subscriber","Male","cloudy",-0.9,8.72121212121212,22
"1052",5,"Subscriber","Male","cloudy",1.9,8.8875,24
"1053",5,"Subscriber","Male","cloudy",3,5.4,1
"1054",5,"Subscriber","Male","cloudy",5,7.90208333333333,8
"1055",5,"Subscriber","Male","cloudy",6.1,9.21388888888889,12
"1056",5,"Subscriber","Male","cloudy",7,9.23666666666667,5
"1057",5,"Subscriber","Male","cloudy",8.1,10.5595238095238,7
"1058",5,"Subscriber","Male","cloudy",9,4.36666666666667,1
"1059",5,"Subscriber","Male","cloudy",10.9,9.89166666666667,14
"1060",5,"Subscriber","Male","cloudy",12,7.82222222222222,3
"1061",5,"Subscriber","Male","cloudy",12.9,7.70897435897436,13
"1062",5,"Subscriber","Male","cloudy",14,9.4430216802168,246
"1063",5,"Subscriber","Male","cloudy",15.1,8.79219430485762,995
"1064",5,"Subscriber","Male","cloudy",16,9.75472463768116,575
"1065",5,"Subscriber","Male","cloudy",17.1,9.60270849080373,1323
"1066",5,"Subscriber","Male","cloudy",18,9.68767676767677,990
"1067",5,"Subscriber","Male","cloudy",19,9.05087587587588,666
"1068",5,"Subscriber","Male","cloudy",19.9,9.51632633216647,1714
"1069",5,"Subscriber","Male","cloudy",21,9.15815315315315,1110
"1070",5,"Subscriber","Male","cloudy",21.9,9.47162419830127,1923
"1071",5,"Subscriber","Male","cloudy",23,8.90290287574607,1843
"1072",5,"Subscriber","Male","cloudy",24.1,9.31910815173527,826
"1073",5,"Subscriber","Male","cloudy",25,9.19304956896552,928
"1074",5,"Subscriber","Male","cloudy",26.1,9.01806463326071,918
"1075",5,"Subscriber","Male","cloudy",27,9.42355536578423,1171
"1076",5,"Subscriber","Male","cloudy",28,9.03308547393721,2219
"1077",5,"Subscriber","Male","cloudy",28.9,9.30124965479149,2414
"1078",5,"Subscriber","Male","cloudy",30,9.34957485575463,3293
"1079",5,"Subscriber","Male","cloudy",30.9,9.62814338544293,3966
"1080",5,"Subscriber","Male","cloudy",32,9.38509405568096,4430
"1081",5,"Subscriber","Male","cloudy",33.1,9.24247767857143,2240
"1082",5,"Subscriber","Male","cloudy",34,9.48362260792167,2247
"1083",5,"Subscriber","Male","cloudy",35.1,9.8892448103078,2794
"1084",5,"Subscriber","Male","cloudy",36,9.58313999472713,3793
"1085",5,"Subscriber","Male","cloudy",37,9.84343205574913,2870
"1086",5,"Subscriber","Male","cloudy",37.9,9.52333875045143,1846
"1087",5,"Subscriber","Male","cloudy",39,9.78259039128281,673
"1088",5,"Subscriber","Male","cloudy",39.9,10.5773431132844,409
"1089",5,"Subscriber","Male","cloudy",41,10.0555555555556,873
"1090",5,"Subscriber","Male","cloudy",42.1,9.82615571776156,1233
"1091",5,"Subscriber","Male","cloudy",44.1,8.98836477987421,318
"1092",5,"Subscriber","Male","cloudy",45,9.74233333333333,150
"1093",5,"Subscriber","Male","not clear",21.9,9.21666666666667,10
"1094",5,"Subscriber","Male","not clear",28.9,8.16666666666667,34
"1095",5,"Subscriber","Male","not clear",35.1,10.2794871794872,13
"1096",5,"Subscriber","Male","not clear",36,7.51008771929825,38
"1097",5,"Subscriber","Male","not clear",37,10.0048245614035,38
"1098",5,"Subscriber","Male","rain or snow",19,15.7166666666667,9
"1099",5,"Subscriber","Male","rain or snow",21,9.61176470588235,34
"1100",5,"Subscriber","Male","rain or snow",21.9,9.11074074074074,45
"1101",5,"Subscriber","Male","rain or snow",23,8.54444444444444,6
"1102",5,"Subscriber","Male","rain or snow",24.1,15.1638888888889,6
"1103",5,"Subscriber","Male","rain or snow",25,9.52425978987584,698
"1104",5,"Subscriber","Male","rain or snow",26.1,9.10846805234796,433
"1105",5,"Subscriber","Male","rain or snow",27,9.22860696517413,201
"1106",5,"Subscriber","Male","rain or snow",28,9.01666666666667,1
"1107",5,"Subscriber","Male","rain or snow",28.9,9.89516129032258,31
"1108",5,"Subscriber","Male","rain or snow",30,9.40827338129496,139
"1109",5,"Subscriber","Male","rain or snow",30.9,10.0778044871795,832
"1110",5,"Subscriber","Male","rain or snow",32,9.66206434316354,373
"1111",5,"Subscriber","Male","rain or snow",33.1,9.08627450980392,102
"1112",5,"Subscriber","Male","rain or snow",34,9.80505376344086,465
"1113",5,"Subscriber","Male","rain or snow",35.1,8.25090909090909,110
"1114",5,"Subscriber","Male","rain or snow",36,9.58806848582129,623
"1115",5,"Subscriber","Male","rain or snow",37,8.9909691629956,454
"1116",5,"Subscriber","Male","rain or snow",37.9,7.82820512820513,13
"1117",5,"Subscriber","Male","tstorms",36,7.06038647342995,69
"1118",6,"Customer","Male","cloudy",21.9,25.9083333333333,2
"1119",6,"Customer","Male","cloudy",23,16.6666666666667,1
"1120",6,"Customer","Male","cloudy",39,6.73333333333333,1
"1121",6,"Dependent","Male","cloudy",41,3.63333333333333,1
"1122",6,"Subscriber","Female","clear",-2.9,9.12962962962963,9
"1123",6,"Subscriber","Female","clear",-0.9,14.9833333333333,2
"1124",6,"Subscriber","Female","clear",0,12.1083333333333,4
"1125",6,"Subscriber","Female","clear",1,13.2819444444444,12
"1126",6,"Subscriber","Female","clear",1.9,15.1533333333333,5
"1127",6,"Subscriber","Female","clear",3,12.4842105263158,19
"1128",6,"Subscriber","Female","clear",3.9,12.6433333333333,15
"1129",6,"Subscriber","Female","clear",5,4.425,4
"1130",6,"Subscriber","Female","clear",7,7.13333333333333,1
"1131",6,"Subscriber","Female","clear",8.1,8.21666666666667,4
"1132",6,"Subscriber","Female","clear",9,6.96666666666667,1
"1133",6,"Subscriber","Female","clear",10,7.1530303030303,11
"1134",6,"Subscriber","Female","clear",12.9,10.5142857142857,21
"1135",6,"Subscriber","Female","clear",14,9.4,9
"1136",6,"Subscriber","Female","clear",15.1,12.475,4
"1137",6,"Subscriber","Female","clear",17.1,17.0916666666667,4
"1138",6,"Subscriber","Female","clear",23,12.2833333333333,1
"1139",6,"Subscriber","Female","clear",30.9,10.55625,8
"1140",6,"Subscriber","Female","clear",32,13.5083333333333,2
"1141",6,"Subscriber","Female","clear",34,8.18253968253968,21
"1142",6,"Subscriber","Female","clear",36,9.19666666666667,10
"1143",6,"Subscriber","Female","clear",37,11.7253086419753,27
"1144",6,"Subscriber","Female","clear",37.9,10.4047619047619,56
"1145",6,"Subscriber","Female","clear",39.9,10.7394230769231,52
"1146",6,"Subscriber","Female","cloudy",-2.9,7.05,4
"1147",6,"Subscriber","Female","cloudy",-2,13.4410256410256,13
"1148",6,"Subscriber","Female","cloudy",-0.9,11.7261904761905,7
"1149",6,"Subscriber","Female","cloudy",0,10.7055555555556,6
"1150",6,"Subscriber","Female","cloudy",1,11.5986111111111,12
"1151",6,"Subscriber","Female","cloudy",1.9,13.5008771929825,19
"1152",6,"Subscriber","Female","cloudy",3.9,9.70462962962963,36
"1153",6,"Subscriber","Female","cloudy",5,7.15,2
"1154",6,"Subscriber","Female","cloudy",6.1,7.62083333333333,16
"1155",6,"Subscriber","Female","cloudy",7,7.62635658914729,43
"1156",6,"Subscriber","Female","cloudy",8.1,10.2106194690265,113
"1157",6,"Subscriber","Female","cloudy",9,9.99402173913044,92
"1158",6,"Subscriber","Female","cloudy",10,9.89855769230769,104
"1159",6,"Subscriber","Female","cloudy",10.4,6.28333333333333,1
"1160",6,"Subscriber","Female","cloudy",10.9,10.2360696517413,134
"1161",6,"Subscriber","Female","cloudy",12,10.5572829131653,119
"1162",6,"Subscriber","Female","cloudy",12.9,9.25354785478548,202
"1163",6,"Subscriber","Female","cloudy",14,10.4859929078014,282
"1164",6,"Subscriber","Female","cloudy",15.1,10.6868945868946,234
"1165",6,"Subscriber","Female","cloudy",16,11.1581854043392,169
"1166",6,"Subscriber","Female","cloudy",17.1,10.1283697632058,366
"1167",6,"Subscriber","Female","cloudy",18,10.1082020997375,254
"1168",6,"Subscriber","Female","cloudy",19,9.51347517730497,235
"1169",6,"Subscriber","Female","cloudy",19.9,9.50420634920635,210
"1170",6,"Subscriber","Female","cloudy",21,10.2924768518519,288
"1171",6,"Subscriber","Female","cloudy",21.9,9.71731481481481,180
"1172",6,"Subscriber","Female","cloudy",23,10.9424768518519,144
"1173",6,"Subscriber","Female","cloudy",24.1,9.81776504297994,349
"1174",6,"Subscriber","Female","cloudy",24.8,20.9666666666667,1
"1175",6,"Subscriber","Female","cloudy",25,10.7087301587302,168
"1176",6,"Subscriber","Female","cloudy",26.1,9.13571428571429,7
"1177",6,"Subscriber","Female","cloudy",27,10.4113344988345,572
"1178",6,"Subscriber","Female","cloudy",28,10.0297494780793,479
"1179",6,"Subscriber","Female","cloudy",28.9,10.7847619047619,105
"1180",6,"Subscriber","Female","cloudy",30,11.1535460992908,47
"1181",6,"Subscriber","Female","cloudy",32,9.38095238095238,35
"1182",6,"Subscriber","Female","cloudy",33.1,11.356120527307,177
"1183",6,"Subscriber","Female","cloudy",34,14.4574074074074,18
"1184",6,"Subscriber","Female","cloudy",35.1,13.1894366197183,71
"1185",6,"Subscriber","Female","cloudy",36,10.592619047619,70
"1186",6,"Subscriber","Female","cloudy",37,10.3985576923077,104
"1187",6,"Subscriber","Female","cloudy",37.9,10.4352303523035,246
"1188",6,"Subscriber","Female","cloudy",39,10.6288634788635,481
"1189",6,"Subscriber","Female","cloudy",39.2,10.6274193548387,93
"1190",6,"Subscriber","Female","cloudy",39.9,11.569246031746,168
"1191",6,"Subscriber","Female","cloudy",41,11.6284043441938,399
"1192",6,"Subscriber","Female","cloudy",42.1,11.4807971014493,46
"1193",6,"Subscriber","Female","cloudy",43,11.5225589225589,99
"1194",6,"Subscriber","Female","cloudy",44.1,11.4298426745329,339
"1195",6,"Subscriber","Female","cloudy",45,10.4848484848485,319
"1196",6,"Subscriber","Female","cloudy",46,11.3327586206897,174
"1197",6,"Subscriber","Female","cloudy",46.9,11.5962484624846,271
"1198",6,"Subscriber","Female","cloudy",48,10.3305555555556,48
"1199",6,"Subscriber","Female","cloudy",48.9,12.0539518900344,97
"1200",6,"Subscriber","Female","cloudy",50,10.2965909090909,88
"1201",6,"Subscriber","Female","cloudy",52,10.7699275362319,138
"1202",6,"Subscriber","Female","cloudy",55,12.5265306122449,49
"1203",6,"Subscriber","Female","not clear",46.9,12.1207831325301,166
"1204",6,"Subscriber","Female","not clear",48.9,12.542297979798,132
"1205",6,"Subscriber","Female","rain or snow",3,10.75,1
"1206",6,"Subscriber","Female","rain or snow",3.9,3.76666666666667,1
"1207",6,"Subscriber","Female","rain or snow",7,14.1944444444444,3
"1208",6,"Subscriber","Female","rain or snow",12.9,9.01458333333333,8
"1209",6,"Subscriber","Female","rain or snow",14,8.42142857142857,14
"1210",6,"Subscriber","Female","rain or snow",15.1,11.4911214953271,107
"1211",6,"Subscriber","Female","rain or snow",15.8,11.7012820512821,13
"1212",6,"Subscriber","Female","rain or snow",16,8.47569002123142,157
"1213",6,"Subscriber","Female","rain or snow",17.1,9.11346801346801,198
"1214",6,"Subscriber","Female","rain or snow",18,11.0209677419355,31
"1215",6,"Subscriber","Female","rain or snow",19,10.4286821705426,86
"1216",6,"Subscriber","Female","rain or snow",19.9,10.5833333333333,26
"1217",6,"Subscriber","Female","rain or snow",21,10.9208333333333,4
"1218",6,"Subscriber","Female","rain or snow",21.9,10.3575757575758,11
"1219",6,"Subscriber","Female","rain or snow",23,11.5517361111111,48
"1220",6,"Subscriber","Female","rain or snow",24.1,11.5453846153846,65
"1221",6,"Subscriber","Female","rain or snow",25,9.63333333333333,1
"1222",6,"Subscriber","Female","rain or snow",26.1,9.36547619047619,70
"1223",6,"Subscriber","Female","rain or snow",27,7.43850574712644,29
"1224",6,"Subscriber","Female","rain or snow",28,9.99343434343434,33
"1225",6,"Subscriber","Female","rain or snow",28.4,10.6905263157895,95
"1226",6,"Subscriber","Female","rain or snow",28.9,10.6119047619048,42
"1227",6,"Subscriber","Female","rain or snow",30,10.1878378378378,74
"1228",6,"Subscriber","Female","rain or snow",30.9,13.3973958333333,32
"1229",6,"Subscriber","Female","rain or snow",32,10.7757575757576,44
"1230",6,"Subscriber","Female","rain or snow",33.1,11.8064814814815,18
"1231",6,"Subscriber","Female","rain or snow",34,9.39855072463768,23
"1232",6,"Subscriber","Female","rain or snow",36,8.57916666666667,16
"1233",6,"Subscriber","Female","rain or snow",37.9,9.66545454545455,55
"1234",6,"Subscriber","Female","rain or snow",42.1,6.82083333333333,16
"1235",6,"Subscriber","Female","rain or snow",43,10.6443037974684,237
"1236",6,"Subscriber","Female","rain or snow",50,10.2022988505747,29
"1237",6,"Subscriber","Female","tstorms",42.1,6.13333333333333,1
"1238",6,"Subscriber","Male","clear",-5.1,23.55,1
"1239",6,"Subscriber","Male","clear",-4,12.6166666666667,3
"1240",6,"Subscriber","Male","clear",-2.9,11.1445273631841,67
"1241",6,"Subscriber","Male","clear",-0.9,10.4416666666667,4
"1242",6,"Subscriber","Male","clear",0,8.96233333333333,50
"1243",6,"Subscriber","Male","clear",1,11.3695238095238,105
"1244",6,"Subscriber","Male","clear",1.9,10.2914215686275,68
"1245",6,"Subscriber","Male","clear",3,10.0785888077859,137
"1246",6,"Subscriber","Male","clear",3.9,9.67482269503546,94
"1247",6,"Subscriber","Male","clear",5,7.61666666666667,25
"1248",6,"Subscriber","Male","clear",6.1,6.36666666666667,3
"1249",6,"Subscriber","Male","clear",7,8.52575757575758,22
"1250",6,"Subscriber","Male","clear",8.1,7.93480392156863,34
"1251",6,"Subscriber","Male","clear",9,9.65333333333333,10
"1252",6,"Subscriber","Male","clear",10,9.19758771929825,76
"1253",6,"Subscriber","Male","clear",12.9,9.73478260869565,138
"1254",6,"Subscriber","Male","clear",14,8.30390625,64
"1255",6,"Subscriber","Male","clear",15.1,9.99642857142857,28
"1256",6,"Subscriber","Male","clear",17.1,8.28703703703704,36
"1257",6,"Subscriber","Male","clear",23,10.5769230769231,13
"1258",6,"Subscriber","Male","clear",30.9,8.11709401709402,39
"1259",6,"Subscriber","Male","clear",32,9.22291666666667,32
"1260",6,"Subscriber","Male","clear",34,8.00283687943262,94
"1261",6,"Subscriber","Male","clear",36,9.85714285714286,63
"1262",6,"Subscriber","Male","clear",37,9.16816479400749,89
"1263",6,"Subscriber","Male","clear",37.9,9.46157760814249,131
"1264",6,"Subscriber","Male","clear",39.9,11.3393410852713,172
"1265",6,"Subscriber","Male","cloudy",-2.9,12.0016666666667,20
"1266",6,"Subscriber","Male","cloudy",-2,10.9142857142857,119
"1267",6,"Subscriber","Male","cloudy",-0.9,9.20595238095238,56
"1268",6,"Subscriber","Male","cloudy",0,10.8119718309859,71
"1269",6,"Subscriber","Male","cloudy",1,11.1154320987654,54
"1270",6,"Subscriber","Male","cloudy",1.9,10.3500946969697,176
"1271",6,"Subscriber","Male","cloudy",3,9.41333333333333,15
"1272",6,"Subscriber","Male","cloudy",3.9,10.7472118959108,269
"1273",6,"Subscriber","Male","cloudy",5,9.25606060606061,22
"1274",6,"Subscriber","Male","cloudy",6.1,10.5242424242424,110
"1275",6,"Subscriber","Male","cloudy",7,9.41247818499127,191
"1276",6,"Subscriber","Male","cloudy",8.1,9.69521531100478,627
"1277",6,"Subscriber","Male","cloudy",9,10.39861373661,529
"1278",6,"Subscriber","Male","cloudy",10,9.49035547785548,572
"1279",6,"Subscriber","Male","cloudy",10.4,8.22777777777778,21
"1280",6,"Subscriber","Male","cloudy",10.9,9.66378600823045,810
"1281",6,"Subscriber","Male","cloudy",12,9.13100628930818,795
"1282",6,"Subscriber","Male","cloudy",12.9,8.69137294394092,993
"1283",6,"Subscriber","Male","cloudy",14,9.63243990640289,1567
"1284",6,"Subscriber","Male","cloudy",15.1,9.05379154565989,1033
"1285",6,"Subscriber","Male","cloudy",16,10.7852131587781,993
"1286",6,"Subscriber","Male","cloudy",17.1,9.02020665901263,1742
"1287",6,"Subscriber","Male","cloudy",18,9.46100450130301,1407
"1288",6,"Subscriber","Male","cloudy",19,9.4435888252149,1396
"1289",6,"Subscriber","Male","cloudy",19.9,8.84139130434783,1150
"1290",6,"Subscriber","Male","cloudy",21,9.31076523994812,1285
"1291",6,"Subscriber","Male","cloudy",21.9,8.57762096774194,744
"1292",6,"Subscriber","Male","cloudy",23,9.84343621399177,810
"1293",6,"Subscriber","Male","cloudy",24.1,9.19133201667764,1519
"1294",6,"Subscriber","Male","cloudy",24.8,9.38333333333333,7
"1295",6,"Subscriber","Male","cloudy",25,9.40864116094987,758
"1296",6,"Subscriber","Male","cloudy",26.1,9.47054794520548,73
"1297",6,"Subscriber","Male","cloudy",27,9.53593975114604,2545
"1298",6,"Subscriber","Male","cloudy",28,8.95475192173305,1908
"1299",6,"Subscriber","Male","cloudy",28.9,9.75480274442539,583
"1300",6,"Subscriber","Male","cloudy",30,9.3731102850062,269
"1301",6,"Subscriber","Male","cloudy",30.9,7.29551282051282,26
"1302",6,"Subscriber","Male","cloudy",32,8.38057644110276,133
"1303",6,"Subscriber","Male","cloudy",33.1,9.65005104645227,653
"1304",6,"Subscriber","Male","cloudy",34,9.73865740740741,72
"1305",6,"Subscriber","Male","cloudy",35.1,10.1279320987654,216
"1306",6,"Subscriber","Male","cloudy",36,9.0532196969697,264
"1307",6,"Subscriber","Male","cloudy",37,9.53320802005013,399
"1308",6,"Subscriber","Male","cloudy",37.9,9.92982456140351,931
"1309",6,"Subscriber","Male","cloudy",39,9.69437342171717,2112
"1310",6,"Subscriber","Male","cloudy",39.2,9.98104490500864,386
"1311",6,"Subscriber","Male","cloudy",39.9,10.2066258026853,571
"1312",6,"Subscriber","Male","cloudy",41,10.0827564894932,1618
"1313",6,"Subscriber","Male","cloudy",42.1,10.2671794871795,195
"1314",6,"Subscriber","Male","cloudy",43,10.5706820682068,303
"1315",6,"Subscriber","Male","cloudy",44.1,10.57030651341,870
"1316",6,"Subscriber","Male","cloudy",45,9.99785052910053,1008
"1317",6,"Subscriber","Male","cloudy",46,11.1126606198035,441
"1318",6,"Subscriber","Male","cloudy",46.9,10.8896059782609,736
"1319",6,"Subscriber","Male","cloudy",48,9.55566666666667,150
"1320",6,"Subscriber","Male","cloudy",48.9,10.5833333333333,313
"1321",6,"Subscriber","Male","cloudy",50,8.94456264775414,282
"1322",6,"Subscriber","Male","cloudy",52,9.81992592592593,450
"1323",6,"Subscriber","Male","cloudy",55,11.3634615384615,182
"1324",6,"Subscriber","Male","not clear",46.9,10.3455220306513,696
"1325",6,"Subscriber","Male","not clear",48.9,10.8830581039755,545
"1326",6,"Subscriber","Male","rain or snow",3,12.2375,4
"1327",6,"Subscriber","Male","rain or snow",3.9,14.5277777777778,3
"1328",6,"Subscriber","Male","rain or snow",6.1,9.275,2
"1329",6,"Subscriber","Male","rain or snow",7,15.5466666666667,10
"1330",6,"Subscriber","Male","rain or snow",8.1,13.6277777777778,3
"1331",6,"Subscriber","Male","rain or snow",10.9,10.8725806451613,31
"1332",6,"Subscriber","Male","rain or snow",12.9,10.4219298245614,38
"1333",6,"Subscriber","Male","rain or snow",14,10.0288888888889,120
"1334",6,"Subscriber","Male","rain or snow",15.1,9.61310592459605,557
"1335",6,"Subscriber","Male","rain or snow",15.8,9.02742248062015,172
"1336",6,"Subscriber","Male","rain or snow",16,9.03333333333333,648
"1337",6,"Subscriber","Male","rain or snow",17.1,9.26452745849298,1044
"1338",6,"Subscriber","Male","rain or snow",17.6,8.44444444444444,9
